FIPS Code,State and area,Year,Month,Civilian non-institutional population,Total,Percent of population,EmploymentTotal,Percent of population,UnemploymentTotal,UnemplotmentRate
26,Michigan,2018,2,"8,019,073   ","4,916,243   ",61.3   ,"4,672,796   ",58.3   ,"243,447   ",5.0   
27,Minnesota,2018,2,"4,403,621   ","3,082,594   ",70.0   ,"2,962,933   ",67.3   ,"119,661   ",3.9   
28,Mississippi,2018,2,"2,281,783   ","1,267,605   ",55.6   ,"1,202,662   ",52.7   ,"64,943   ",5.1   
29,Missouri,2018,2,"4,784,707   ","3,035,822   ",63.4   ,"2,918,142   ",61.0   ,"117,680   ",3.9   
30,Montana,2018,2,"842,245   ","529,920   ",62.9   ,"505,075   ",60.0   ,"24,845   ",4.7   
31,Nebraska,2018,2,"1,480,227   ","1,028,357   ",69.5   ,"994,602   ",67.2   ,"33,755   ",3.3   
32,Nevada,2018,2,"2,338,856   ","1,482,370   ",63.4   ,"1,412,307   ",60.4   ,"70,063   ",4.7   
33,New Hampshire,2018,2,"1,117,674   ","764,735   ",68.4   ,"739,968   ",66.2   ,"24,767   ",3.2   
34,New Jersey,2018,2,"7,296,597   ","4,613,641   ",63.2   ,"4,388,153   ",60.1   ,"225,488   ",4.9   
35,New Mexico,2018,2,"1,631,539   ","948,294   ",58.1   ,"899,025   ",55.1   ,"49,269   ",5.2   
36,New York,2018,2,"16,203,265   ","9,819,907   ",60.6   ,"9,330,185   ",57.6   ,"489,722   ",5.0   
51000,New York city,2018,2,"7,100,601   ","4,331,928   ",61.0   ,"4,136,547   ",58.3   ,"195,381   ",4.5   
37,North Carolina,2018,2,"7,994,997   ","4,893,313   ",61.2   ,"4,684,200   ",58.6   ,"209,113   ",4.3   
38,North Dakota,2018,2,"588,959   ","411,644   ",69.9   ,"397,681   ",67.5   ,"13,963   ",3.4   
39,Ohio,2018,2,"9,255,716   ","5,777,210   ",62.4   ,"5,480,357   ",59.2   ,"296,853   ",5.1   
40,Oklahoma,2018,2,"2,992,617   ","1,839,220   ",61.5   ,"1,769,269   ",59.1   ,"69,951   ",3.8   
41,Oregon,2018,2,"3,352,597   ","2,080,100   ",62.0   ,"1,989,966   ",59.4   ,"90,134   ",4.3   
42,Pennsylvania,2018,2,"10,376,649   ","6,475,719   ",62.4   ,"6,135,632   ",59.1   ,"340,087   ",5.3   
44,Rhode Island,2018,2,"885,671   ","571,860   ",64.6   ,"541,883   ",61.2   ,"29,977   ",5.2   
45,South Carolina,2018,2,"3,928,805   ","2,262,488   ",57.6   ,"2,171,098   ",55.3   ,"91,390   ",4.0   
46,South Dakota,2018,2,"661,492   ","453,384   ",68.5   ,"437,716   ",66.2   ,"15,668   ",3.5   
47,Tennessee,2018,2,"5,320,989   ","3,228,395   ",60.7   ,"3,110,160   ",58.5   ,"118,235   ",3.7   
48,Texas,2018,2,"21,326,011   ","13,665,313   ",64.1   ,"13,089,594   ",61.4   ,"575,719   ",4.2   
49,Utah,2018,2,"2,292,864   ","1,577,591   ",68.8   ,"1,523,922   ",66.5   ,"53,669   ",3.4   
50,Vermont,2018,2,"529,273   ","356,147   ",67.3   ,"344,431   ",65.1   ,"11,716   ",3.3   
51,Virginia,2018,2,"6,653,586   ","4,376,139   ",65.8   ,"4,229,167   ",63.6   ,"146,972   ",3.4   
53,Washington,2018,2,"5,910,714   ","3,787,986   ",64.1   ,"3,595,436   ",60.8   ,"192,550   ",5.1   
54,West Virginia,2018,2,"1,461,688   ","789,341   ",54.0   ,"737,830   ",50.5   ,"51,511   ",6.5   
55,Wisconsin,2018,2,"4,633,264   ","3,130,937   ",67.6   ,"3,023,959   ",65.3   ,"106,978   ",3.4   
56,Wyoming,2018,2,"445,368   ","290,807   ",65.3   ,"277,277   ",62.3   ,"13,530   ",4.7   
1,Alabama,2018,3,"3,904,426   ","2,225,547   ",57.0   ,"2,135,440   ",54.7   ,"90,107   ",4.0   
2,Alaska,2018,3,"545,863   ","353,981   ",64.8   ,"330,357   ",60.5   ,"23,624   ",6.7   
4,Arizona,2018,3,"5,405,490   ","3,305,371   ",61.1   ,"3,153,434   ",58.3   ,"151,937   ",4.6   
5,Arkansas,2018,3,"2,318,359   ","1,349,763   ",58.2   ,"1,299,036   ",56.0   ,"50,727   ",3.8   
6,California,2018,3,"30,920,855   ","19,298,528   ",62.4   ,"18,431,340   ",59.6   ,"867,188   ",4.5   
37,Los Angeles County,2018,3,"8,083,148   ","5,146,723   ",63.7   ,"4,916,976   ",60.8   ,"229,747   ",4.5   
8,Colorado,2018,3,"4,429,478   ","3,021,535   ",68.2   ,"2,931,074   ",66.2   ,"90,461   ",3.0   
9,Connecticut,2018,3,"2,907,480   ","1,915,950   ",65.9   ,"1,832,163   ",63.0   ,"83,787   ",4.4   
10,Delaware,2018,3,"770,119   ","481,416   ",62.5   ,"461,519   ",59.9   ,"19,897   ",4.1   
11,District of Columbia,2018,3,"560,732   ","398,132   ",71.0   ,"374,847   ",66.8   ,"23,285   ",5.8   
12,Florida,2018,3,"16,992,781   ","10,046,885   ",59.1   ,"9,669,126   ",56.9   ,"377,759   ",3.8   
13,Georgia,2018,3,"8,065,811   ","5,148,026   ",63.8   ,"4,934,815   ",61.2   ,"213,211   ",4.1   
15,Hawaii,2018,3,"1,123,413   ","697,925   ",62.1   ,"683,163   ",60.8   ,"14,762   ",2.1   
16,Idaho,2018,3,"1,336,566   ","853,830   ",63.9   ,"824,962   ",61.7   ,"28,868   ",3.4   
17,Illinois,2018,3,"10,135,551   ","6,562,139   ",64.7   ,"6,269,303   ",61.9   ,"292,836   ",4.5   
18,Indiana,2018,3,"5,212,950   ","3,368,934   ",64.6   ,"3,251,496   ",62.4   ,"117,438   ",3.5   
19,Iowa,2018,3,"2,471,274   ","1,702,998   ",68.9   ,"1,651,948   ",66.8   ,"51,050   ",3.0   
20,Kansas,2018,3,"2,231,498   ","1,483,421   ",66.5   ,"1,432,306   ",64.2   ,"51,115   ",3.4   
21,Kentucky,2018,3,"3,498,137   ","2,056,587   ",58.8   ,"1,961,546   ",56.1   ,"95,041   ",4.6   
22,Louisiana,2018,3,"3,584,559   ","2,114,961   ",59.0   ,"2,019,188   ",56.3   ,"95,773   ",4.5   
23,Maine,2018,3,"1,110,352   ","695,678   ",62.7   ,"671,619   ",60.5   ,"24,059   ",3.5   
24,Maryland,2018,3,"4,816,195   ","3,250,903   ",67.5   ,"3,127,002   ",64.9   ,"123,901   ",3.8   
25,Massachusetts,2018,3,"5,682,557   ","3,787,912   ",66.7   ,"3,643,107   ",64.1   ,"144,805   ",3.8   
26,Michigan,2018,3,"8,020,854   ","4,928,482   ",61.4   ,"4,698,282   ",58.6   ,"230,200   ",4.7   
27,Minnesota,2018,3,"4,406,401   ","3,074,654   ",69.8   ,"2,959,080   ",67.2   ,"115,574   ",3.8   
28,Mississippi,2018,3,"2,281,067   ","1,265,333   ",55.5   ,"1,207,074   ",52.9   ,"58,259   ",4.6   
29,Missouri,2018,3,"4,785,512   ","3,042,433   ",63.6   ,"2,930,387   ",61.2   ,"112,046   ",3.7   
30,Montana,2018,3,"842,865   ","530,744   ",63.0   ,"506,919   ",60.1   ,"23,825   ",4.5   
31,Nebraska,2018,3,"1,480,926   ","1,029,224   ",69.5   ,"997,227   ",67.3   ,"31,997   ",3.1   
32,Nevada,2018,3,"2,342,755   ","1,481,651   ",63.2   ,"1,413,140   ",60.3   ,"68,511   ",4.6   
33,New Hampshire,2018,3,"1,118,214   ","766,248   ",68.5   ,"742,550   ",66.4   ,"23,698   ",3.1   
34,New Jersey,2018,3,"7,299,160   ","4,599,669   ",63.0   ,"4,392,547   ",60.2   ,"207,122   ",4.5   
35,New Mexico,2018,3,"1,631,879   ","942,656   ",57.8   ,"898,209   ",55.0   ,"44,447   ",4.7   
36,New York,2018,3,"16,205,155   ","9,826,985   ",60.6   ,"9,385,088   ",57.9   ,"441,897   ",4.5   
51000,New York city,2018,3,"7,101,834   ","4,311,863   ",60.7   ,"4,128,898   ",58.1   ,"182,965   ",4.2   
37,North Carolina,2018,3,"8,002,492   ","4,911,155   ",61.4   ,"4,714,499   ",58.9   ,"196,656   ",4.0   
38,North Dakota,2018,3,"589,073   ","412,199   ",70.0   ,"398,844   ",67.7   ,"13,355   ",3.2   
39,Ohio,2018,3,"9,257,432   ","5,790,065   ",62.5   ,"5,513,538   ",59.6   ,"276,527   ",4.8   
40,Oklahoma,2018,3,"2,993,099   ","1,838,867   ",61.4   ,"1,774,605   ",59.3   ,"64,262   ",3.5   
41,Oregon,2018,3,"3,355,358   ","2,072,905   ",61.8   ,"1,983,832   ",59.1   ,"89,073   ",4.3   
42,Pennsylvania,2018,3,"10,378,403   ","6,443,637   ",62.1   ,"6,135,818   ",59.1   ,"307,819   ",4.8   
44,Rhode Island,2018,3,"886,042   ","569,208   ",64.2   ,"542,727   ",61.3   ,"26,481   ",4.7   
45,South Carolina,2018,3,"3,932,642   ","2,262,350   ",57.5   ,"2,183,883   ",55.5   ,"78,467   ",3.5   
46,South Dakota,2018,3,"661,763   ","454,931   ",68.7   ,"440,276   ",66.5   ,"14,655   ",3.2   
47,Tennessee,2018,3,"5,325,418   ","3,236,286   ",60.8   ,"3,121,816   ",58.6   ,"114,470   ",3.5   
48,Texas,2018,3,"21,348,751   ","13,649,995   ",63.9   ,"13,096,478   ",61.3   ,"553,517   ",4.1   
49,Utah,2018,3,"2,297,079   ","1,575,854   ",68.6   ,"1,525,372   ",66.4   ,"50,482   ",3.2   
50,Vermont,2018,3,"529,417   ","357,368   ",67.5   ,"345,629   ",65.3   ,"11,739   ",3.3   
51,Virginia,2018,3,"6,656,251   ","4,392,678   ",66.0   ,"4,249,930   ",63.8   ,"142,748   ",3.2   
53,Washington,2018,3,"5,917,637   ","3,790,478   ",64.1   ,"3,609,369   ",61.0   ,"181,109   ",4.8   
54,West Virginia,2018,3,"1,460,868   ","783,943   ",53.7   ,"736,250   ",50.4   ,"47,693   ",6.1   
55,Wisconsin,2018,3,"4,635,000   ","3,124,546   ",67.4   ,"3,022,607   ",65.2   ,"101,939   ",3.3   
56,Wyoming,2018,3,"445,350   ","291,577   ",65.5   ,"278,495   ",62.5   ,"13,082   ",4.5   
1,Alabama,2018,4,"3,906,065   ","2,231,933   ",57.1   ,"2,153,887   ",55.1   ,"78,046   ",3.5   
2,Alaska,2018,4,"545,791   ","351,241   ",64.4   ,"329,311   ",60.3   ,"21,930   ",6.2   
4,Arizona,2018,4,"5,412,927   ","3,295,217   ",60.9   ,"3,147,174   ",58.1   ,"148,043   ",4.5   
5,Arkansas,2018,4,"2,318,974   ","1,350,418   ",58.2   ,"1,306,178   ",56.3   ,"44,240   ",3.3   
6,California,2018,4,"30,932,739   ","19,190,079   ",62.0   ,"18,409,684   ",59.5   ,"780,395   ",4.1   
37,Los Angeles County,2018,4,"8,083,505   ","5,121,892   ",63.4   ,"4,903,196   ",60.7   ,"218,696   ",4.3   
8,Colorado,2018,4,"4,435,772   ","3,021,432   ",68.1   ,"2,935,543   ",66.2   ,"85,889   ",2.8   
9,Connecticut,2018,4,"2,908,160   ","1,909,451   ",65.7   ,"1,837,041   ",63.2   ,"72,410   ",3.8   
10,Delaware,2018,4,"770,838   ","480,641   ",62.4   ,"463,023   ",60.1   ,"17,618   ",3.7   
11,District of Columbia,2018,4,"561,043   ","397,402   ",70.8   ,"377,185   ",67.2   ,"20,217   ",5.1   
12,Florida,2018,4,"17,011,084   ","10,061,985   ",59.1   ,"9,709,754   ",57.1   ,"352,231   ",3.5   
13,Georgia,2018,4,"8,074,057   ","5,117,347   ",63.4   ,"4,923,149   ",61.0   ,"194,198   ",3.8   
15,Hawaii,2018,4,"1,123,671   ","696,536   ",62.0   ,"682,174   ",60.7   ,"14,362   ",2.1   
16,Idaho,2018,4,"1,339,123   ","853,466   ",63.7   ,"828,715   ",61.9   ,"24,751   ",2.9   
17,Illinois,2018,4,"10,134,500   ","6,521,787   ",64.4   ,"6,269,505   ",61.9   ,"252,282   ",3.9   
18,Indiana,2018,4,"5,215,736   ","3,378,932   ",64.8   ,"3,276,535   ",62.8   ,"102,397   ",3.0   
19,Iowa,2018,4,"2,471,898   ","1,705,926   ",69.0   ,"1,664,850   ",67.4   ,"41,076   ",2.4   
20,Kansas,2018,4,"2,231,945   ","1,483,081   ",66.4   ,"1,439,249   ",64.5   ,"43,832   ",3.0   
21,Kentucky,2018,4,"3,498,980   ","2,056,399   ",58.8   ,"1,977,184   ",56.5   ,"79,215   ",3.9   
22,Louisiana,2018,4,"3,584,345   ","2,120,298   ",59.2   ,"2,026,695   ",56.5   ,"93,603   ",4.4   
23,Maine,2018,4,"1,110,815   ","698,151   ",62.9   ,"675,583   ",60.8   ,"22,568   ",3.2   
24,Maryland,2018,4,"4,818,014   ","3,237,629   ",67.2   ,"3,130,025   ",65.0   ,"107,604   ",3.3   
25,Massachusetts,2018,4,"5,685,615   ","3,786,485   ",66.6   ,"3,661,623   ",64.4   ,"124,862   ",3.3   
26,Michigan,2018,4,"8,022,952   ","4,900,724   ",61.1   ,"4,710,883   ",58.7   ,"189,841   ",3.9   
27,Minnesota,2018,4,"4,409,411   ","3,071,873   ",69.7   ,"2,974,419   ",67.5   ,"97,454   ",3.2   
28,Mississippi,2018,4,"2,280,431   ","1,269,501   ",55.7   ,"1,212,381   ",53.2   ,"57,120   ",4.5   
29,Missouri,2018,4,"4,786,577   ","3,056,053   ",63.8   ,"2,964,206   ",61.9   ,"91,847   ",3.0   
30,Montana,2018,4,"843,535   ","529,681   ",62.8   ,"510,025   ",60.5   ,"19,656   ",3.7   
31,Nebraska,2018,4,"1,481,706   ","1,033,516   ",69.8   ,"1,004,668   ",67.8   ,"28,848   ",2.8   
32,Nevada,2018,4,"2,346,773   ","1,480,215   ",63.1   ,"1,414,481   ",60.3   ,"65,734   ",4.4   
33,New Hampshire,2018,4,"1,118,829   ","762,226   ",68.1   ,"741,353   ",66.3   ,"20,873   ",2.7   
34,New Jersey,2018,4,"7,302,220   ","4,580,790   ",62.7   ,"4,401,514   ",60.3   ,"179,276   ",3.9   
35,New Mexico,2018,4,"1,632,374   ","945,379   ",57.9   ,"903,664   ",55.4   ,"41,715   ",4.4   
36,New York,2018,4,"16,208,051   ","9,794,314   ",60.4   ,"9,404,216   ",58.0   ,"390,098   ",4.0   
51000,New York city,2018,4,"7,103,348   ","4,276,370   ",60.2   ,"4,111,545   ",57.9   ,"164,825   ",3.9   
37,North Carolina,2018,4,"8,010,516   ","4,903,560   ",61.2   ,"4,723,254   ",59.0   ,"180,306   ",3.7   
38,North Dakota,2018,4,"589,297   ","411,734   ",69.9   ,"400,811   ",68.0   ,"10,923   ",2.7   
39,Ohio,2018,4,"9,259,557   ","5,790,032   ",62.5   ,"5,534,914   ",59.8   ,"255,118   ",4.4   
40,Oklahoma,2018,4,"2,993,836   ","1,826,075   ",61.0   ,"1,769,338   ",59.1   ,"56,737   ",3.1   
41,Oregon,2018,4,"3,358,284   ","2,065,643   ",61.5   ,"1,986,680   ",59.2   ,"78,963   ",3.8   
42,Pennsylvania,2018,4,"10,380,694   ","6,444,839   ",62.1   ,"6,178,887   ",59.5   ,"265,952   ",4.1   
44,Rhode Island,2018,4,"886,501   ","567,582   ",64.0   ,"546,065   ",61.6   ,"21,517   ",3.8   
45,South Carolina,2018,4,"3,936,735   ","2,256,292   ",57.3   ,"2,199,220   ",55.9   ,"57,072   ",2.5   
46,South Dakota,2018,4,"662,107   ","456,802   ",69.0   ,"443,044   ",66.9   ,"13,758   ",3.0   
47,Tennessee,2018,4,"5,330,045   ","3,241,540   ",60.8   ,"3,143,178   ",59.0   ,"98,362   ",3.0   
48,Texas,2018,4,"21,373,127   ","13,667,345   ",63.9   ,"13,159,383   ",61.6   ,"507,962   ",3.7   
49,Utah,2018,4,"2,301,392   ","1,570,560   ",68.2   ,"1,524,956   ",66.3   ,"45,604   ",2.9   
50,Vermont,2018,4,"529,585   ","354,797   ",67.0   ,"343,629   ",64.9   ,"11,168   ",3.1   
51,Virginia,2018,4,"6,659,536   ","4,384,515   ",65.8   ,"4,264,964   ",64.0   ,"119,551   ",2.7   
53,Washington,2018,4,"5,925,001   ","3,778,042   ",63.8   ,"3,618,120   ",61.1   ,"159,922   ",4.2   
54,West Virginia,2018,4,"1,460,100   ","791,157   ",54.2   ,"749,507   ",51.3   ,"41,650   ",5.3   
55,Wisconsin,2018,4,"4,636,956   ","3,118,305   ",67.2   ,"3,027,053   ",65.3   ,"91,252   ",2.9   
56,Wyoming,2018,4,"445,324   ","290,039   ",65.1   ,"278,090   ",62.4   ,"11,949   ",4.1   
1,Alabama,2018,5,"3,907,744   ","2,229,891   ",57.1   ,"2,153,383   ",55.1   ,"76,508   ",3.4   
2,Alaska,2018,5,"545,675   ","357,152   ",65.5   ,"336,859   ",61.7   ,"20,293   ",5.7   
4,Arizona,2018,5,"5,420,337   ","3,303,441   ",60.9   ,"3,160,062   ",58.3   ,"143,379   ",4.3   
5,Arkansas,2018,5,"2,319,552   ","1,353,997   ",58.4   ,"1,307,564   ",56.4   ,"46,433   ",3.4   
6,California,2018,5,"30,944,064   ","19,249,861   ",62.2   ,"18,532,656   ",59.9   ,"717,205   ",3.7   
37,Los Angeles County,2018,5,"8,083,566   ","5,109,165   ",63.2   ,"4,897,888   ",60.6   ,"211,277   ",4.1   
8,Colorado,2018,5,"4,442,051   ","3,033,167   ",68.3   ,"2,950,992   ",66.4   ,"82,175   ",2.7   
9,Connecticut,2018,5,"2,908,867   ","1,928,656   ",66.3   ,"1,854,937   ",63.8   ,"73,719   ",3.8   
10,Delaware,2018,5,"771,520   ","479,344   ",62.1   ,"463,271   ",60.0   ,"16,073   ",3.4   
11,District of Columbia,2018,5,"561,322   ","395,858   ",70.5   ,"375,446   ",66.9   ,"20,412   ",5.2   
12,Florida,2018,5,"17,029,827   ","10,105,842   ",59.3   ,"9,755,900   ",57.3   ,"349,942   ",3.5   
13,Georgia,2018,5,"8,082,086   ","5,118,096   ",63.3   ,"4,924,328   ",60.9   ,"193,768   ",3.8   
15,Hawaii,2018,5,"1,123,906   ","693,771   ",61.7   ,"679,518   ",60.5   ,"14,253   ",2.1   
16,Idaho,2018,5,"1,341,697   ","861,037   ",64.2   ,"839,934   ",62.6   ,"21,103   ",2.5   
17,Illinois,2018,5,"10,133,438   ","6,536,911   ",64.5   ,"6,288,577   ",62.1   ,"248,334   ",3.8   
18,Indiana,2018,5,"5,218,582   ","3,401,976   ",65.2   ,"3,294,636   ",63.1   ,"107,340   ",3.2   
19,Iowa,2018,5,"2,472,544   ","1,713,126   ",69.3   ,"1,675,691   ",67.8   ,"37,435   ",2.2   
20,Kansas,2018,5,"2,232,487   ","1,484,736   ",66.5   ,"1,439,209   ",64.5   ,"45,527   ",3.1   
21,Kentucky,2018,5,"3,499,860   ","2,061,075   ",58.9   ,"1,977,780   ",56.5   ,"83,295   ",4.0   
22,Louisiana,2018,5,"3,584,082   ","2,115,471   ",59.0   ,"2,017,150   ",56.3   ,"98,321   ",4.6   
23,Maine,2018,5,"1,111,321   ","700,990   ",63.1   ,"679,967   ",61.2   ,"21,023   ",3.0   
24,Maryland,2018,5,"4,819,714   ","3,243,977   ",67.3   ,"3,136,224   ",65.1   ,"107,753   ",3.3   
25,Massachusetts,2018,5,"5,688,772   ","3,798,840   ",66.8   ,"3,673,830   ",64.6   ,"125,010   ",3.3   
26,Michigan,2018,5,"8,025,213   ","4,934,313   ",61.5   ,"4,754,148   ",59.2   ,"180,165   ",3.7   
27,Minnesota,2018,5,"4,412,550   ","3,083,928   ",69.9   ,"3,002,473   ",68.0   ,"81,455   ",2.6   
28,Mississippi,2018,5,"2,279,781   ","1,275,012   ",55.9   ,"1,214,022   ",53.3   ,"60,990   ",4.8   
29,Missouri,2018,5,"4,787,733   ","3,060,063   ",63.9   ,"2,967,733   ",62.0   ,"92,330   ",3.0   
30,Montana,2018,5,"844,247   ","534,476   ",63.3   ,"517,844   ",61.3   ,"16,632   ",3.1   
31,Nebraska,2018,5,"1,482,532   ","1,037,257   ",70.0   ,"1,009,893   ",68.1   ,"27,364   ",2.6   
32,Nevada,2018,5,"2,350,796   ","1,488,814   ",63.3   ,"1,427,373   ",60.7   ,"61,441   ",4.1   
33,New Hampshire,2018,5,"1,119,451   ","763,108   ",68.2   ,"744,211   ",66.5   ,"18,897   ",2.5   
34,New Jersey,2018,5,"7,305,284   ","4,595,855   ",62.9   ,"4,422,079   ",60.5   ,"173,776   ",3.8   
35,New Mexico,2018,5,"1,632,860   ","944,616   ",57.9   ,"904,672   ",55.4   ,"39,944   ",4.2   
36,New York,2018,5,"16,210,903   ","9,797,667   ",60.4   ,"9,443,038   ",58.3   ,"354,629   ",3.6   
51000,New York city,2018,5,"7,104,573   ","4,253,956   ",59.9   ,"4,100,187   ",57.7   ,"153,769   ",3.6   
37,North Carolina,2018,5,"8,018,504   ","4,923,727   ",61.4   ,"4,733,449   ",59.0   ,"190,278   ",3.9   
38,North Dakota,2018,5,"589,484   ","414,764   ",70.4   ,"406,855   ",69.0   ,"7,909   ",1.9   
39,Ohio,2018,5,"9,261,775   ","5,817,005   ",62.8   ,"5,571,672   ",60.2   ,"245,333   ",4.2   
40,Oklahoma,2018,5,"2,994,578   ","1,838,483   ",61.4   ,"1,779,116   ",59.4   ,"59,367   ",3.2   
41,Oregon,2018,5,"3,361,266   ","2,070,235   ",61.6   ,"1,999,866   ",59.5   ,"70,369   ",3.4   
42,Pennsylvania,2018,5,"10,383,171   ","6,487,493   ",62.5   ,"6,222,895   ",59.9   ,"264,598   ",4.1   
44,Rhode Island,2018,5,"886,963   ","568,411   ",64.1   ,"547,920   ",61.8   ,"20,491   ",3.6   
45,South Carolina,2018,5,"3,940,784   ","2,273,264   ",57.7   ,"2,209,855   ",56.1   ,"63,409   ",2.8   
46,South Dakota,2018,5,"662,462   ","458,922   ",69.3   ,"447,353   ",67.5   ,"11,569   ",2.5   
47,Tennessee,2018,5,"5,334,740   ","3,244,445   ",60.8   ,"3,144,728   ",58.9   ,"99,717   ",3.1   
48,Texas,2018,5,"21,397,027   ","13,646,271   ",63.8   ,"13,149,915   ",61.5   ,"496,356   ",3.6   
49,Utah,2018,5,"2,305,729   ","1,579,118   ",68.5   ,"1,536,204   ",66.6   ,"42,914   ",2.7   
50,Vermont,2018,5,"529,780   ","355,501   ",67.1   ,"346,669   ",65.4   ,"8,832   ",2.5   
51,Virginia,2018,5,"6,662,762   ","4,397,430   ",66.0   ,"4,271,553   ",64.1   ,"125,877   ",2.9   
53,Washington,2018,5,"5,932,373   ","3,788,121   ",63.9   ,"3,635,695   ",61.3   ,"152,426   ",4.0   
54,West Virginia,2018,5,"1,459,408   ","795,004   ",54.5   ,"756,946   ",51.9   ,"38,058   ",4.8   
55,Wisconsin,2018,5,"4,639,055   ","3,124,874   ",67.4   ,"3,037,071   ",65.5   ,"87,803   ",2.8   
56,Wyoming,2018,5,"445,346   ","291,587   ",65.5   ,"280,348   ",63.0   ,"11,239   ",3.9   
1,Alabama,2018,6,"3,909,702   ","2,257,983   ",57.8   ,"2,155,439   ",55.1   ,"102,544   ",4.5   
2,Alaska,2018,6,"545,656   ","362,356   ",66.4   ,"340,167   ",62.3   ,"22,189   ",6.1   
4,Arizona,2018,6,"5,428,220   ","3,322,007   ",61.2   ,"3,151,490   ",58.1   ,"170,517   ",5.1   
5,Arkansas,2018,6,"2,320,405   ","1,365,523   ",58.8   ,"1,311,470   ",56.5   ,"54,053   ",4.0   
6,California,2018,6,"30,958,017   ","19,289,109   ",62.3   ,"18,435,035   ",59.5   ,"854,074   ",4.4   
37,Los Angeles County,2018,6,"8,083,634   ","5,103,193   ",63.1   ,"4,858,365   ",60.1   ,"244,828   ",4.8   
8,Colorado,2018,6,"4,448,692   ","3,071,730   ",69.0   ,"2,969,587   ",66.8   ,"102,143   ",3.3   
9,Connecticut,2018,6,"2,909,766   ","1,946,932   ",66.9   ,"1,865,933   ",64.1   ,"80,999   ",4.2   
10,Delaware,2018,6,"772,278   ","485,111   ",62.8   ,"465,165   ",60.2   ,"19,946   ",4.1   
11,District of Columbia,2018,6,"561,617   ","399,029   ",71.1   ,"374,685   ",66.7   ,"24,344   ",6.1   
12,Florida,2018,6,"17,049,926   ","10,146,873   ",59.5   ,"9,742,360   ",57.1   ,"404,513   ",4.0   
13,Georgia,2018,6,"8,090,732   ","5,141,880   ",63.6   ,"4,915,155   ",60.8   ,"226,725   ",4.4   
15,Hawaii,2018,6,"1,124,239   ","696,072   ",61.9   ,"675,202   ",60.1   ,"20,870   ",3.0   
16,Idaho,2018,6,"1,344,391   ","870,100   ",64.7   ,"846,933   ",63.0   ,"23,167   ",2.7   
17,Illinois,2018,6,"10,133,166   ","6,639,594   ",65.5   ,"6,327,363   ",62.4   ,"312,231   ",4.7   
18,Indiana,2018,6,"5,221,880   ","3,439,717   ",65.9   ,"3,314,031   ",63.5   ,"125,686   ",3.7   
19,Iowa,2018,6,"2,473,443   ","1,733,282   ",70.1   ,"1,688,691   ",68.3   ,"44,591   ",2.6   
20,Kansas,2018,6,"2,233,200   ","1,502,293   ",67.3   ,"1,449,445   ",64.9   ,"52,848   ",3.5   
21,Kentucky,2018,6,"3,501,036   ","2,090,044   ",59.7   ,"1,989,648   ",56.8   ,"100,396   ",4.8   
22,Louisiana,2018,6,"3,584,064   ","2,147,178   ",59.9   ,"2,016,481   ",56.3   ,"130,697   ",6.1   
23,Maine,2018,6,"1,111,870   ","715,826   ",64.4   ,"693,745   ",62.4   ,"22,081   ",3.1   
24,Maryland,2018,6,"4,821,830   ","3,292,004   ",68.3   ,"3,158,440   ",65.5   ,"133,564   ",4.1   
25,Massachusetts,2018,6,"5,692,352   ","3,859,610   ",67.8   ,"3,714,899   ",65.3   ,"144,711   ",3.7   
26,Michigan,2018,6,"8,028,101   ","4,983,834   ",62.1   ,"4,771,293   ",59.4   ,"212,541   ",4.3   
27,Minnesota,2018,6,"4,416,015   ","3,109,877   ",70.4   ,"3,009,787   ",68.2   ,"100,090   ",3.2   
28,Mississippi,2018,6,"2,279,339   ","1,286,556   ",56.4   ,"1,208,709   ",53.0   ,"77,847   ",6.1   
29,Missouri,2018,6,"4,789,319   ","3,085,154   ",64.4   ,"2,982,751   ",62.3   ,"102,403   ",3.3   
30,Montana,2018,6,"845,011   ","542,344   ",64.2   ,"521,790   ",61.7   ,"20,554   ",3.8   
31,Nebraska,2018,6,"1,483,492   ","1,044,247   ",70.4   ,"1,011,480   ",68.2   ,"32,767   ",3.1   
32,Nevada,2018,6,"2,355,025   ","1,492,166   ",63.4   ,"1,424,420   ",60.5   ,"67,746   ",4.5   
33,New Hampshire,2018,6,"1,120,183   ","775,108   ",69.2   ,"754,246   ",67.3   ,"20,862   ",2.7   
34,New Jersey,2018,6,"7,308,928   ","4,663,161   ",63.8   ,"4,467,003   ",61.1   ,"196,158   ",4.2   
35,New Mexico,2018,6,"1,633,467   ","957,558   ",58.6   ,"905,142   ",55.4   ,"52,416   ",5.5   
36,New York,2018,6,"16,215,038   ","9,929,012   ",61.2   ,"9,524,117   ",58.7   ,"404,895   ",4.1   
51000,New York city,2018,6,"7,105,823   ","4,288,207   ",60.3   ,"4,108,560   ",57.8   ,"179,647   ",4.2   
37,North Carolina,2018,6,"8,027,144   ","4,955,793   ",61.7   ,"4,741,618   ",59.1   ,"214,175   ",4.3   
38,North Dakota,2018,6,"589,727   ","420,724   ",71.3   ,"409,935   ",69.5   ,"10,789   ",2.6   
